title,text,subject
Senator Elizabeth Warren to meet Leandra English on Monday: aide,"WASHINGTON (Reuters) - U.S. Senator Elizabeth Warren is due to meet Leandra English, an official with the Consumer Financial Protection Bureau (CPFB), on Monday afternoon to discuss the leadership of the agency, an aide to the lawmaker said. English was named on Friday by former CFPB head Richard Cordray to lead the agency until President Donald Trump nominates a permanent chief. Hours later, the White House named budget chief Mick Mulvaney as acting director. On Sunday, English sued to prevent Trump from installing Mulvaney. Warren helped push for the creation of the CFPB and has said she support English’s position in the court case. ",1
Factbox: Trump on Twitter (Nov 27) - Networks,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY! [0905 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",1
Factbox: What is the U.S. Consumer Financial Protection Bureau?,"(Reuters) - The U.S. Consumer Financial Protection Bureau (CFPB) has been thrown into disarray by a battle between the White House and Obama-era officials over who gets to run the federal watchdog on an interim basis after its director resigned.  Outgoing director Richard Cordray elevated an agency official to replace him on an interim basis. But Republican President Donald Trump then named his budget chief, Mick Mulvaney, as acting director until the president names a permanent successor who is confirmed by the Senate, which could take months. Here are some facts about the CFPB. The CFPB’s creation The CFPB was created in 2011 under Democratic former President Barack Obama in the aftermath of the 2008 financial crisis to look out for the interests of ordinary borrowers. Prior to the enactment of the Dodd Frank Act, which created the CFPB, consumer financial protection was spread across seven federal agencies. None of them prioritized the consumer, which critics said allowed predatory and deceptive mortgage practices to flourish, fueling the crisis. The agency’s duties The CFPB is the only federal agency focused exclusively on enforcing consumer financial laws. It is meant to ensure that all consumers have access to markets for consumer financial products and services and that such markets are fair, transparent and competitive. It was given the power to issue regulations and monitor a range of lenders from banks to non-bank firms that were previously unsupervised at the federal level including mortgage companies and payday lenders. It also has the power to discipline firms for misconduct. Since opening its doors, it has levied fines and dealt with more than a million consumer complaints relating to mortgages, credit cards, student loans, debt collection and other financial products.  The CFPB said it has provided $11.7 billion in relief for more than 27 million harmed customers. That figure includes debts that were canceled or reduced as well as compensation paid out by firms. Controversy over the agency The brainchild of Elizabeth Warren, now a leading liberal voice in the U.S. Senate, the agency draws strong support from Democrats and strong opposition from Republicans, who say it wields too much unchecked power. Republicans objected to a clause in the Dodd Frank law that the CFPB director could be fired only “for cause” and they foiled Obama’s first choice for CFPB director, Warren, who at the time was a Harvard professor. Obama then appointed Richard Cordray as director while Congress was in recess. Republicans have introduced legislation to put a commission in charge of the CFPB to weaken the power of its single director and have Congress decide its funding. Currently, the U.S. Federal Reserve funds the agency. A federal appeals court ruled in 2016 that the structure of the CFPB was unconstitutional because it gave too much power to its director. Other agency heads who answer to the president can be fired at will. The CFPB has appealed that ruling, which came after it was sued by mortgage servicer PHH Corp.(PHH.N) Wall Street accuses the agency of imposing overly burdensome regulations and large fines. The agency during the Trump administration The Republican-led Congress and White House have put a halt to rule-making by the CFPB. The Trump administration is focused on rolling back Obama-era financial rules. Trump this month signed a congressional resolution that lets banks, credit card companies and other financial firms block customers from filing class action lawsuits. The move killed a CFPB rule released in July. CFPB restrictions on payday lenders, also known as “small-dollar” lending, are seen as the potential next target for Republicans. The CFPB’s power now is concentrated on enforcement, but that power may also be blunted. ",1
U.S. consumer watchdog agency official sues to block Trump's pick,"WASHINGTON (Reuters) - A senior U.S. Consumer Financial Protection Bureau official filed suit late on Sunday trying to prevent President Donald Trump from naming an acting head of the watchdog agency, but its top lawyer concluded Trump had the power to do so. The moves were the latest dramatic developments in the fight over leadership succession of an agency created in 2011 under Democratic former President Barack Obama to protect consumers from predatory lending practices. Republicans in the White House and Congress have tried to weaken the agency. The leadership of the agency was plunged into confusion on Friday after its outgoing Obama-era director Richard Cordray formally resigned and elevated his former chief of staff, Leandra English, to replace him on an interim basis until the Senate confirms a permanent successor named by Trump. Hours later, the Republican president named Mulvaney — his budget chief and a harsh critic of the agency — as its acting director. CFPB General Counsel Mary McLeod wrote a memo, first reported by Reuters, concurring with the opinion of the U.S. Justice Department that Trump had the power to appoint Mulvaney to the post. “I advise all Bureau personnel to act consistently with the understanding that Director Mulvaney is the Acting Director of the CFPB,” McLeod’s memo stated. Late on Sunday, English sued in U.S. District Court in Washington, seeking a temporary restraining order blocking Trump from appointing Mulvaney. In the filing, English said Mulvaney had no experience in a consumer protection or financial regulatory role, had sought to get rid of the agency and once described it as a “sad, sick joke.” McLeod’s intervention bolstered Trump’s position and isolated English, 34, who has held multiple jobs at the CFPB since its creation. White House spokeswoman Sarah Sanders said the Trump administration is aware of English’s lawsuit, but said “the law is clear” and that Mulvaney is the acting director. Sanders pointed to McLeod’s conclusion, adding that “there should be no question” that Mulvaney can take the job. “It is unfortunate that Mr. Cordray decided to put his political ambition above the interests of consumers with this stunt. Director Mulvaney will bring a more serious and professional approach to running the CFPB,” Sanders said. Both sides in the battle say they have the law on their side. Democrats have said the 2010 Dodd-Frank Wall Street reform law that created the agency stipulated that its deputy director would take over on an interim basis when a director departs until the Senate confirms a permanent director. Cordray named English as deputy director and said she would become the acting director. “It’s a very important fact ... their own general counsel came out with a different conclusion,” said Alan Kaplinsky, head of the Consumer Financial Services Group for law firm Ballard Spahr LLP said. “Now that the thing is in court, I think it is really going to be in the hands of the judge.” Trump administration officials said the 1998 Federal Vacancies Reform Act gives a president the power to temporarily fill agency positions, except for those with multi-member boards, an exemption they said did not apply to the CFPB. “The president’s attempt to install a White House official at the head of independent agency — while allowing that official to simultaneously serve in the White House — is unprecedented,” said English’s lawyer, Deepak Gupta of the law firm Gupta Wessler, adding that “the law is clear” and that English is the acting director. Created after the 2008 financial crisis, the CFPB has issued rules and imposed steep penalties on banks, auto dealers, student lenders and credit card companies. [L8N1NW0MW]  Future enforcement activities could be stymied while the question of who runs the CFPB is decided.  Republican lawmakers argue that the agency wields too much unchecked power, adding that it burdens banks and credit card companies with unnecessary red tape.  Writing on Twitter, Trump on Saturday called the agency a “total disaster” that had “devastated” financial institutions. ",1
Exclusive: U.S. consumer finance agency lawyer sides with Trump over succession - sources,"WASHINGTON (Reuters) - The top lawyer for the U.S. Consumer Financial Protection Bureau (CFPB) has concluded that President Donald Trump has the authority to name its acting director, three sources familiar with the matter said on Sunday, rejecting an effort by her former boss at the agency to name his immediate successor. The office of CFPB General Counsel Mary McLeod has prepared a memo concurring with the opinion of the U.S. Justice Department that Trump has the power to appoint his budget chief, Mick Mulvaney, as temporary leader of the federal watchdog agency, according to the sources, who spoke on condition of anonymity. One source said the memo would be sent to CFPB staff on Monday. CFPB officials did not respond to requests by email and phone requesting comment. McLeod’s opinion places her against Richard Cordray, who resigned as CFPB director on Friday and elevated his former chief of staff, Leandra English, to replace him on an interim basis until the Senate confirms a permanent successor named by Trump. Hours later, the Republican president named Mulvaney as acting head, plunging the bureau into uncertainty. ",1
Rep. Conyers steps down from committee while lawmakers probe harassment allegations,"WASHINGTON (Reuters) - U.S. Representative John Conyers is stepping down as senior Democrat on the House of Representatives Judiciary Committee, while lawmakers investigate allegations of sexual harassment against him, Conyers said in an emailed statement on Sunday.  Conyers said that while he denied the allegations, his presence during a congressional ethics review of the matter was a distraction. “I cannot in good conscience allow these charges to undermine my colleagues in the Democratic Caucus, and my friends on both sides of the aisle in the Judiciary Committee,” Conyers said.  Conyers, 88, from Michigan, is the longest-serving House lawmaker and a founding member of the Congressional Black Caucus. The House Ethics Committee said last week it was investigating allegations of sexual harassment against Conyers, who said his office had resolved a harassment case with a payment but no admission of guilt. The allegations against Conyers came to light as Congress reviews policies on how to handle sexual harassment complaints. They followed a string of such complaints against prominent figures in the U.S. media, Hollywood and politics.  “In this case, I expressly and vehemently denied the allegations made against me and continue to do so,” said Conyers. Twelve women who said they previously worked for Conyers told reporters in a statement on Sunday that he “was a gentleman and never behaved in a sexually inappropriate manner in our presence.” The group said it supported letting the ethics probe run its course. House Democratic leader Nancy Pelosi called for “zero tolerance” on sexual harassment in a statement released after Conyers’ email. “We are at a watershed moment on this issue, and no matter how great an individual’s legacy, it is not a license for harassment.”   ",1
U.S. consumer finance agency official sues to stop Trump appointment,"WASHINGTON (Reuters) - The deputy director of the U.S. Consumer Financial Protection Bureau late on Sunday filed a lawsuit seeking to halt President Donald Trump from naming an official to run the watchdog agency on an interim basis. Leandra English, who was named acting director by outgoing agency chief Richard Cordray on Friday, is seeking a temporary restraining order barring Mick Mulvaney, Trump’s head of the Office of Management and Budget, from taking control of the agency as Trump had sought. The suit, filed in U.S. District Court in Washington, argues that Trump overstepped his legal authority in attempting to place Mulvaney in the post, maintaining Cordray had legal grounds to name his successor until a full-time director is named by Trump and confirmed by the Senate. ",1
Succession battle at U.S. financial agency seen headed to courts,"WEST PALM BEACH, Fla./WASHINGTON (Reuters) - A battle between the White House and Democrats over warring appointments to head up the top U.S. regulator for consumer finance is likely headed for the courts, opening any interim actions by the agency to legal challenges, lawyers said on Saturday. Richard Cordray, a Democrat, stepped down on Friday as director of the Consumer Financial Protection Bureau (CFPB), which was created after the financial crisis to protect consumers from abusive lending practices, and he named staffer Leandra English as acting director. A few hours later, President Donald Trump named someone else to lead the agency: Mick Mulvaney, the White House budget director and one of the CFPB’s fiercest critics.  The CFPB, the brainchild of Senator Elizabeth Warren, a Democrat and a liberal firebrand, has long been in the crosshairs of Republicans, who say it has had too much unchecked power. On Saturday, Trump tweeted that the CFPB - which has imposed steep penalties on banks, auto dealers, student lenders and credit card companies for predatory lending practices - had “devastated” financial institutions.  Democrats and Republicans agree that Trump may nominate a permanent CFPB chief, but they disagree over who may lead the agency in the interim, a dispute which could drag on for months until the Senate confirms a permanent Trump appointment. The dispute is over which federal law prevails in naming an interim director. According to Democrats, the relevant law is the 2010 Dodd-Frank Wall Street reform law that created the CFPB, which stipulates that the agency’s deputy director is to take over in the short term.  Cordray, in announcing his resignation on Friday, said he had named English as deputy director and that she would become the acting director. But administration officials say the 1998 Federal Vacancies Reform Act gives the president the power to temporarily fill agency positions, except for those with multi-member boards - an exemption they said did not apply to the CFPB. On Saturday evening, the Justice Department said in a memo that the White House was right to name a new CFPB director. The Dodd-Frank language about changing CFPB directors is “unusual” but the White House may name an interim chief, according to the memo. Such advice from the Justice Department is open to legal challenge. Alan Kaplinsky, head of the Consumer Financial Services Group for law firm Ballard Spahr LLP, said the issue will likely have to be decided in the courts. In the meantime, he said, “This enormous cloud of uncertainty” will hang over the CFPB. Kaplinsky said he believes that Dodd-Frank provides for the deputy director to take charge during the short-term, but Congress did not explicitly list the resignation of the director as a situation where the deputy would step up. “I think Trump wins, but unfortunately it is going to take a while,” Kaplinsky said. Quyen Truong, a partner at law firm Stroock & Stroock & Lavan who was the assistant director and deputy general counsel for the CFPB until early 2016, said the industry should expect CFPB staff to continue their work, but that the “agency’s actions during this period almost certainly will be subject to legal challenge.” Despite the legal uncertainty, Mulvaney is expected to “show up Monday and he will go into the office and start working,” a senior administration official said on Saturday. White House officials said English was also expected to turn up on Monday and serve as Mulvaney’s deputy. English could not be reached for comment.  Cordray is the only person to have led the young agency, making this the first time that succession of the director has been tested. Administration officials said the appointment of Mulvaney was “routine” and that the White House had sought guidance from the Justice Department before Friday’s announcement.  “This needs to be decided in the courts,” Warren said in a tweet on Saturday.  Industry critics said the succession battle underlined that the agency lacks proper Congressional oversight.  “The CFPB’s current governing structure is a dictatorship, period,” Richard Hunt, head of the Consumer Bankers Association, a trade group for retail banking, said in a statement. Democrats and consumer advocates said it was unfair and inappropriate to put Mulvaney - who once described the CFPB as a “joke” - in charge. Maxine Waters, the top Democrat on the House of Representatives’ Financial Services Committee, said Mulvaney would have too much power, as the CFPB director also sits on the boards of two other financial regulatory agencies. “The White House would have an alarming degree of direct control over financial regulation, supervision, and enforcement,” Waters said in a statement. ",1
Justice Department says White House may name new consumer watchdog,"WASHINGTON (Reuters) - The White House may name an acting director of the Consumer Financial Protection Bureau, the Justice Department said in a memo on Saturday that endorsed an action by the Trump administration. “The President may designate an Acting Director of the CFPB,” the eight-page memo said. On Friday, the White House said Mick Mulvaney, President Donald Trump’s budget director, would lead the CFPB on an interim basis. ",1
"In Thanksgiving message, Trump hails military gains and 'big, beautiful, fat tax cuts'","PALM BEACH, FLORIDA (Reuters) - U.S. President Donald Trump gave a bullish Thanksgiving address to troops overseas on Thursday, hailing progress in Afghanistan and against ISIS, and telling them they were fighting for “something real,” including a stock market at record highs and his promised “big, beautiful fat tax cuts.” Speaking in a live video teleconference from Palm Beach, Florida, with military personnel serving in Afghanistan, Iraq and elsewhere, Trump told them they were “very, very special people.” He called troops in Afghanistan “brave, incredible fighters” who had “turned it around” in the past three to four months. “We opened it up; we said go ahead, we’re going to fight to win,” he said. “We’re not fighting any more to just walk around, we are fighting to win.” Trump said the Marines were inflicting “defeat after defeat” on Islamic State, and again credited his change of approach compared to that of the Obama administration. “They weren’t letting you win before; they were letting you break even. ... They weren’t letting you win,” he said. Trump told the troops they could look forward at home to the benefits of “big, beautiful fat tax cuts,” a stock market at record highs, jobs and economic growth. “We’re doing well at home, the economy is doing great,” Trump said. “You’re fighting for something real, you’re fighting for something good.” Trump took one of his trademark swipes at the news media as he spoke from a lavishly decorated room at his Mar-a-Lago resort, telling the military personnel he was addressing that journalists were in the room, and adding: “Better me than you; believe me fellas, better me than you.” Later, Trump and his wife, Melania, handed out sandwiches and shook hands at a Coast Guard station in nearby Riviera Beach and told personnel his administration was building up wealth so it could protect the country through military acquisitions. Talking about his plans for boosting military spending, he said contractors saved the best equipment for U.S. troops. “When we sell to other countries - you never know about an ally - an ally can turn,” he said. Trump said he had told the troops overseas the country was “doing great,” thanks to his cuts in “regulation and all the waste and all the abuse.”  “I told them ... you folks are fighting so hard and working so hard, and it’s nice that you’re working for something that’s really starting to work.” While optimism about a major tax overhaul has helped push the U.S. stock market up for most of this year, Trump is still seeking his first major legislative win after almost a year in office. According to a majority of economists in a recent Reuters poll, U.S. Republicans are not expected to push the tax cuts through Congress this year. Economists are also skeptical that the legislation would provide a significant boost to the economy. ",1
"Trump names interim consumer agency head, likely sparking showdown","WASHINGTON (Reuters) - U.S. President Donald Trump has designated White House Budget Director Mick Mulvaney acting director of the Consumer Financial Protection Bureau until a permanent director is nominated and confirmed, the White House said on Friday. The action came hours after Richard Cordray submitted his formal resignation and named a deputy director as his replacement, setting the stage for a political and legal battle over the regulator’s leadership. “The president looks forward to seeing Director Mulvaney take a common sense approach to leading the CFPB’s dedicated staff, an approach that will empower consumers to make their own financial decisions and facilitate investment in our communities,” the White House said in its statement. Democratic lawmakers are eager to preserve the regulator for as long as possible while Republicans want to put in place new leadership to chart a drastically different course.  The six-year-old bureau has policed consumer financial markets, drafting aggressive rules curbing products like payday loans, while issuing multimillion dollar fines against large financial institutions like Wells Fargo. But Republicans have consistently complained the agency is too powerful and lacks oversight from Congress on its operations, and they are eager to take control. Mulvaney, who has criticized the bureau in the past, said, “I look forward to working with the expert personnel within the agency to identify how the bureau can transition to be more effective in its mission, while becoming more accountable to the taxpayer.” The succession plan has never been tested, with Cordray as its first and only full-time director. Cordray had previously announced plans to resign by the end of November. In a statement to staff, he said that Leandra English, the CFPB’s chief of staff, had been named deputy director and would take over as acting director of the agency upon his exit. However, the White House had already said it planned to name its own interim leadership at the regulator. Trump has pushed to ease regulations on businesses, including the financial sector, a stance seemingly at odds with Cordray’s more aggressive regulatory approach. Earlier this month, White House deputy press secretary Raj Shah said that the administration “will announce an acting director and the president’s choice to replace Mr Cordray at the appropriate time.” There are competing theories in Washington as to who can name Cordray’s replacement. Democrats point to language in the Dodd-Frank law that created the CFPB, stipulating the deputy director replaces the director when he or she leaves. But others say a separate law governing federal vacancies gives Trump power to name someone elsewhere in the administration to that role temporarily, while the White House identifies a full-time nominee who would be confirmed by the Senate. ",1
Trump names White House budget director Mulvaney acting head of consumer agency,"WASHINGTON (Reuters) - U.S. President Donald Trump has designated White House Budget Director Mick Mulvaney to be acting director of the Consumer Financial Protection Bureau until a permanent director is nominated and confirmed, the White House said on Friday. The six-year-old bureau, which has been controversial since its creation, had been led by Richard Cordray, who formally resigned on Friday. ",1
"Flynn could prove to be key asset in Mueller's U.S. campaign probe, sources say","WASHINGTON/NEW YORK (Reuters) - Lawyers for former national security adviser Michael Flynn have halted communications with U.S. President Donald Trump’s legal team, a potentially critical step in the probe into contacts between Trump’s election campaign and Russia, sources familiar with the investigation said on Friday. Flynn’s lawyer, Robert Kelner, called John Dowd, Trump’s private lawyer, on Wednesday to say the matter had reached a point where the two could no longer could discuss it, two people familiar with the call told Reuters on Friday. The New York Times first reported that the two sets of lawyers had stopped communicating.  Flynn, a retired Army general, is a central figure in a federal investigation led by Special Counsel Robert Mueller into whether Trump aides colluded with alleged Russian efforts to boost his 2016 presidential campaign. It was not clear whether Kelner made the call because he had negotiated a plea agreement with Mueller for Flynn to cooperate in the probe, or because Flynn had decided to engage with Mueller, said two other sources. “No one should draw the conclusion that this means anything about General Flynn cooperating against the president,” Jay Sekulow, another attorney for Trump, said on Thursday.     Dowd on Friday declined to comment on the matter, as did Peter Carr, Mueller’s spokesman. Kelner also declined to comment. White House officials also have declined to comment. The cooperation of Flynn, who was a top campaign adviser before becoming Trump’s national security adviser in the White House, would be a major asset in Mueller’s investigation. In March, as he unsuccessfully sought immunity for his client to testify to House and Senate investigations into the issue, Kelner said, “Mr. Flynn certainly has a story to tell, and he certainly wants to tell it, should the circumstances permit.”  Two sources familiar with Mueller’s investigation said Flynn may be able to provide insight into three major areas of inquiry. These are: any collusion between the Trump campaign and Russia in the 2016 campaign; money laundering and other possible financial crimes by Trump aides; and whether Trump sought to obstruct justice when he fired former FBI Director James Comey in May, as Comey was probing the Trump campaign’s dealings with Russia. Russia has denied interfering in the election. Trump has repeatedly denied any collusion with Russia by his campaign and has called the inquiry a witch hunt. Two congressional officials involved in separate probes into the Trump campaign’s contacts with Russia said one key area of investigation is whether Flynn or other advisers to Trump ever suggested U.S. economic sanctions on Russia could be lifted in exchange for favorable business deals. Possible deals include a proposed commercial nuclear power project involving Russian firms that Flynn in recent years worked to promote to potential clients in the Middle East, sources familiar with the project told Reuters. “At this point, there is no evidence of an effort to negotiate that kind of deal, but Flynn is near the top of the list of people who probably would know if there was any such effort,” said one of the congressional officials, also speaking on the condition of anonymity. Trump fired Flynn on Feb. 13, after disclosures that Flynn had discussed U.S. sanctions on Russia with then Russian Ambassador Sergei Kislyak in December, the month before Trump took office, and later misled Vice President Mike Pence about the conversations. Flynn has acknowledged contacts with Kislyak dating back to 2013, but beyond saying they covered a variety of subjects has said nothing about the content of their conversations during Trump’s campaign and after his election. Flynn has been under scrutiny by the special counsel in a number of areas, sources familiar with the investigation have said. Mueller has been investigating whether Flynn knowingly made false statements to the government about his foreign travels, income, and contacts on his security clearance form. Flynn also has come under scrutiny for work on behalf of Russian clients, and over whether his work for a businessman with ties to Turkish President Recep Tayyip Erdogan was lawful.  Mueller has been investigating Flynn’s son, Michael Flynn, Jr.’s, involvement in some of his father’s business dealings in Russia, Turkey, and elsewhere, the sources said, and that could provide a potent additional incentive for Flynn to cooperate. Barry Coburn, a lawyer for Flynn’s son, declined to comment. ",1
Trump to discuss tax plan with Senate Republicans next week: senator,"WASHINGTON (Reuters) - U.S. President Donald Trump will meet with Senate Republicans next week to discuss their party’s efforts to pass tax reform legislation, the chairman of the Senate Republican Policy Committee said on Friday. U.S. Senator John Barrasso said in a statement that Trump will meet with Republican senators at their weekly luncheon at the U.S. Capitol on Tuesday. ",1
"Flynn's lawyers cut talks with Trump team, signaling Mueller cooperation: NY Times","WASHINGTON (Reuters) - Lawyers for Michael Flynn, President Donald Trump’s former national security adviser, have told Trump’s legal team they can no longer discuss a probe into Russian meddling in the U.S. election, indicating Flynn may be cooperating with the investigation, the New York Times reported on Thursday. Flynn, a retired Army general, is a central figure in a federal investigation led by Special Counsel Robert Mueller into whether Trump aides colluded with Russia to boost his 2016 presidential campaign. The probe has hung over the White House since January, when U.S. intelligence agencies concluded that Russia interfered in the election to try to help Trump defeat Democrat Hillary Clinton by hacking and releasing embarrassing emails and disseminating propaganda via social media to discredit her. Russia has denied interfering in the U.S. election and Trump has said there was no collusion. Flynn’s lawyer and a spokesman for Mueller declined to comment on Thursday. Jay Sekulow, an attorney for Trump, said: “No one should draw the conclusion that this means anything about General Flynn cooperating against the president.” The Times reported that Flynn’s lawyers had been sharing information with Trump’s legal team about the Mueller investigation. Citing four unnamed people involved in the case, the newspaper reported the cooperation agreement had ended. Due to rules that aim to prevent conflicts of interest when lawyers represent clients, the move by Flynn’s lawyers to stop communicating with Trump’s lawyers indicated Flynn was now cooperating with Mueller, the Times said, although adding that in itself was not proof. But the development has led Trump’s lawyers to believe that Flynn has begun discussions with Mueller about cooperating, according to the Times. Flynn served 24 days as Trump’s national security adviser but was fired after it was discovered he had misrepresented his contacts with a Russian diplomat to Vice President Mike Pence. Mueller’s inquiry is looking into Flynn’s paid work as a lobbyist for a Turkish businessman in 2016, in addition to contacts between Russian officials and Flynn and other Trump associates during and after the Nov. 8 presidential election, Reuters reported in June. A lawyer for Flynn’s son, Michael Flynn Jr., who worked with his father and is also being investigated by Mueller, according to a person familiar with the matter, declined to comment. ",1
Jeff Sessions orders review of gun background check system,"WASHINGTON (Reuters) - U.S. Attorney General Jeff Sessions on Wednesday ordered a review of a government database used for background checks on gun buyers, after a man who killed 26 people in a Texas church was left off the system despite having a criminal record. Sessions said the Nov. 5 shooting in Sutherland Springs, Texas, by Devin Kelley, a former Air Force serviceman who had a 2012 conviction for domestic assault, showed that not all the necessary information was being added to the National Instant Criminal Background Check System, or NICS. In a statement, Sessions said he was directing the Federal Bureau of Investigation and the Bureau of Alcohol, Tobacco, Firearms and Explosives “to do a comprehensive review of the NICS and report back to me the steps we can take to ensure that those who are prohibited from purchasing firearms are prevented from doing so.” Kelley was found guilty by an Air Force court-martial in 2012 of assaulting his first wife and a stepson. Federal law prohibits anyone from selling a gun to someone who has been convicted of a crime involving domestic violence against a spouse or child. The Air Force has said it failed to provide information as required about Kelley’s criminal history to the FBI’s criminal database. Sessions said he was directing the FBI and ATF to determine if the Defense Department and other government agencies were properly reporting information to the database. Kelley, who killed himself during a getaway attempt after the shooting, bought guns from a store in Texas in 2016 and 2017, although it is not clear whether those were the weapons used in the massacre. The U.S. House of Representatives Armed Services Committee said earlier this month it would investigate the Air Force’s failure to notify the FBI of Kelley’s criminal record. U.S. Senator John Cornyn of Texas, the No. 2 Republican in the chamber, said he planned to introduce legislation to ensure that federal agencies put required criminal records into the database. ",1
JPMorgan's Dimon says Trump likely to be a one-term president,"CHICAGO/NEW YORK (Reuters) - Jamie Dimon, chief executive officer of JPMorgan Chase & Co, on Wednesday said he expects to see a new U.S. president in 2021 and advised the Democratic party to come up with a “pro-free enterprise” agenda for jobs and economic growth instead. Asked at a luncheon hosted by The Economic Club of Chicago how many years Republican President Donald Trump will be in office, Dimon said, “If I had to bet, I’d bet three and half. But the Democrats have to come up with a reasonable candidate ... or Trump will win again.” Dimon, who in the past has described himself as “barely” a Democrat, has been going to Washington more often since the 2016 elections to lobby lawmakers on issues including changes in corporate taxes, immigration policies and mortgage finance. In December, Dimon became chairman of the Business Roundtable, an association of CEOs who take their views to government policymakers. Dimon, 61, touched on wide range of topics, from America’s political climate to racial discrimination to the effects of the U.K. leaving the European Union. He also commented on foreign affairs, saying, for example, “We should never be rude to a neighbor like Mexico” and cautioning that the political weakness of German Chancellor Angela Merkel “is bad for all of us.” Talks on forming a governing coalition including Merkel’s Christian Democratic Union collapsed earlier this week, casting doubt on her future after 12 years in power. Dimon spoke for several minutes about discrimination over gender and race which he said is not acknowledged enough in the United States. “If you’re white, paint yourself black and walk down the street one day, and you’ll probably have a little more empathy for how some of these folks get treated,” Dimon said. “We need to make a special effort because this is a special problem.” Dimon gave his own bank a mixed review on diversity. His direct reports include people who identify as lesbian, gay, bisexual or transgender (LGBT), and half are women as are 30 percent of the top 200 JPMorgan executives, he said. Now in his 12th year as JPMorgan’s CEO, Dimon also reflected a bit on his own role. “I basically love my job,” Dimon said. “I mean, it’s tiring;  it’s exhausting. I have to go down to Washington all the time and it’s a big pain in the ass, but I basically love my job.” ",1
